NAME,S1501_C01_006E,S1501_C01_015E,S1501_C01_016E,S1501_C01_018E,S1501_C01_019E,S1501_C01_021E,S1501_C01_022E,S1501_C01_024E,S1501_C01_025E,S1501_C01_027E
Geographic Area Name,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
ZCTA5 76628,41,0,0,0,5,0,24,0,12,0
ZCTA5 76629,1231,154,155,27,192,13,485,71,399,43
ZCTA5 76630,1002,110,169,7,199,0,282,68,352,35
ZCTA5 76631,415,97,103,42,86,13,157,33,69,9
ZCTA5 76632,1019,108,137,5,130,23,473,14,279,66
ZCTA5 76633,3617,1011,530,165,602,226,1434,422,1051,198
ZCTA5 76634,5700,1328,753,134,772,186,2151,427,2024,581
ZCTA5 76635,861,155,186,36,192,32,260,12,223,75
ZCTA5 76636,1093,169,151,26,221,55,463,55,258,33
ZCTA5 76637,381,75,36,0,51,7,122,15,172,53
ZCTA5 76638,1934,697,278,80,347,117,783,334,526,166
ZCTA5 76639,940,206,137,44,159,56,389,55,255,51
ZCTA5 76640,2353,318,493,27,450,27,810,121,600,143
ZCTA5 76641,1126,167,164,20,110,13,478,70,374,64
ZCTA5 76642,4841,860,961,171,749,96,1804,297,1327,296
ZCTA5 76643,10235,3341,2153,921,1669,706,3962,1161,2451,553
ZCTA5 76645,6720,1257,1214,183,1126,235,2569,403,1811,436
ZCTA5 76648,2016,298,386,66,194,18,801,111,635,103
ZCTA5 76649,430,97,48,0,56,12,166,57,160,28
ZCTA5 76650,132,8,18,4,27,0,40,0,47,4
ZCTA5 76651,2235,276,475,75,367,30,909,82,484,89
ZCTA5 76652,939,119,68,4,112,13,463,69,296,33
ZCTA5 76653,946,54,112,9,247,5,320,24,267,16
ZCTA5 76654,106,15,16,4,9,3,55,4,26,4
ZCTA5 76655,5524,1705,928,249,976,334,2394,836,1226,286
ZCTA5 76656,1607,258,390,104,176,36,678,80,363,38
ZCTA5 76657,6818,2006,1173,245,1384,331,2631,897,1630,533
ZCTA5 76660,337,45,53,10,83,6,114,15,87,14
ZCTA5 76661,5599,343,1367,52,1069,43,1961,133,1202,115
ZCTA5 76664,2235,395,456,55,320,85,920,150,539,105
ZCTA5 76665,1694,334,157,23,237,41,629,96,671,174
ZCTA5 76666,170,18,33,1,18,3,76,14,43,0
ZCTA5 76667,7454,958,1391,131,1430,210,2893,267,1740,350
ZCTA5 76670,1055,51,252,10,181,13,410,16,212,12
ZCTA5 76671,1205,156,144,8,93,4,546,59,422,85
ZCTA5 76673,907,100,219,14,173,20,325,47,190,19
ZCTA5 76676,191,20,25,6,35,6,82,8,49,0
ZCTA5 76678,162,36,48,9,27,3,32,7,55,17
ZCTA5 76679,960,188,114,11,135,7,404,78,307,92
ZCTA5 76680,226,35,43,0,50,0,71,7,62,28
ZCTA5 76681,525,60,113,0,89,22,183,27,140,11
ZCTA5 76682,1945,376,292,26,429,154,787,97,437,99
ZCTA5 76685,40,17,17,17,0,0,0,0,23,0
ZCTA5 76686,144,36,31,8,10,0,41,14,62,14
ZCTA5 76687,1486,219,227,6,110,0,525,64,624,149
ZCTA5 76689,2318,527,289,58,454,93,842,158,733,218
ZCTA5 76690,650,112,187,51,128,14,179,19,156,28
ZCTA5 76691,4439,844,707,80,664,133,1838,366,1230,265
ZCTA5 76692,7634,1467,881,148,1126,157,2930,559,2697,603
ZCTA5 76693,904,154,137,22,151,10,289,37,327,85
ZCTA5 76701,1225,345,466,172,210,77,434,59,115,37
ZCTA5 76704,4370,310,714,52,869,0,1736,140,1051,118
ZCTA5 76705,19373,2518,4452,328,3919,488,7277,1073,3725,629
ZCTA5 76706,16286,3521,4435,1228,3123,844,5655,927,3073,522
ZCTA5 76707,8665,1239,2245,331,1857,246,3033,428,1530,234
ZCTA5 76708,17199,3725,3320,654,4048,1160,6386,1171,3445,740
ZCTA5 76710,17178,5162,4186,1343,2736,797,5245,1356,5011,1666
ZCTA5 76711,6295,795,1768,314,917,72,2430,202,1180,207
ZCTA5 76712,17800,7968,3254,1341,3119,1617,6003,2939,5424,2071
ZCTA5 76798,7,0,7,0,0,0,0,0,0,0
ZCTA5 76801,16933,3015,3505,676,2689,370,6232,1063,4507,906
ZCTA5 76802,3544,799,535,85,729,230,1283,322,997,162
ZCTA5 76820,88,26,0,0,0,0,36,0,52,26
ZCTA5 76821,3366,593,400,29,553,132,1416,268,997,164
ZCTA5 76823,2217,398,333,57,220,52,899,163,765,126
ZCTA5 76824,9,0,0,0,0,0,9,0,0,0
ZCTA5 76825,4739,788,829,100,695,151,1815,226,1400,311
ZCTA5 76827,319,55,40,5,67,13,103,20,109,17
ZCTA5 76828,189,30,4,4,40,16,83,10,62,0
ZCTA5 76831,0,0,0,0,0,0,0,0,0,0
ZCTA5 76832,498,71,45,6,112,14,162,28,179,23
ZCTA5 76834,3851,512,602,9,554,34,1385,263,1310,206
ZCTA5 76836,0,0,0,0,0,0,0,0,0,0
ZCTA5 76837,1940,202,396,4,451,34,732,75,361,89
ZCTA5 76841,19,0,0,0,0,0,0,0,19,0
ZCTA5 76842,216,34,0,0,32,0,60,0,124,34
ZCTA5 76844,2544,485,215,44,313,11,928,199,1088,231
ZCTA5 76845,214,65,13,0,23,0,104,46,74,19
ZCTA5 76848,48,0,0,0,0,0,20,0,28,0
ZCTA5 76849,2714,551,296,98,400,19,988,155,1030,279
ZCTA5 76852,200,44,16,2,13,0,98,20,73,22
ZCTA5 76853,1022,242,137,11,190,41,412,92,283,98
ZCTA5 76854,197,38,0,0,0,0,82,30,115,8
ZCTA5 76856,2500,651,233,102,410,140,1005,186,852,223
ZCTA5 76857,1331,331,9,0,206,63,673,188,443,80
ZCTA5 76858,215,61,14,14,39,20,59,0,103,27
ZCTA5 76859,1659,311,282,18,197,38,568,117,612,138
ZCTA5 76861,1204,264,245,55,278,90,407,82,274,37
ZCTA5 76862,165,30,7,6,21,0,82,8,55,16
ZCTA5 76864,614,107,38,0,78,25,181,36,317,46
ZCTA5 76865,139,7,0,0,0,0,53,0,86,7
ZCTA5 76866,439,88,31,4,58,3,166,67,184,14
ZCTA5 76869,49,26,0,0,0,0,12,9,37,17
ZCTA5 76870,169,30,25,1,29,4,76,14,39,11
ZCTA5 76871,516,111,12,0,78,13,228,50,198,48
ZCTA5 76872,587,139,20,8,95,18,225,46,247,67
ZCTA5 76873,60,37,0,0,0,0,3,0,57,37
ZCTA5 76874,0,0,0,0,0,0,0,0,0,0
ZCTA5 76875,413,67,60,27,55,9,166,21,132,10
ZCTA5 76877,3002,386,656,22,448,51,1007,125,891,188
ZCTA5 76878,1223,185,101,36,234,26,574,63,314,60
ZCTA5 76882,190,73,21,0,14,10,50,14,105,49
ZCTA5 76884,85,13,8,0,17,0,44,8,16,5
ZCTA5 76885,94,28,33,0,14,0,19,0,28,28
ZCTA5 76887,82,19,0,0,0,0,82,19,0,0
ZCTA5 76888,129,25,19,0,2,2,67,20,41,3
ZCTA5 76890,719,127,63,1,133,26,306,52,217,48
ZCTA5 76901,21178,4787,5155,858,3556,833,7418,1826,5049,1270
ZCTA5 76903,21222,2656,4904,757,3627,365,7684,878,5007,656
ZCTA5 76904,22549,8606,5215,2114,4151,1759,7484,2745,5699,1988
ZCTA5 76905,7412,1578,2174,505,1397,357,2414,517,1427,199
ZCTA5 76908,375,109,368,109,0,0,7,0,0,0
ZCTA5 76930,91,0,24,0,0,0,53,0,14,0
ZCTA5 76932,2161,214,616,92,500,30,751,58,294,34
ZCTA5 76933,895,110,106,9,166,8,302,39,321,54
ZCTA5 76934,726,145,165,60,71,6,286,74,204,5
ZCTA5 76935,1248,363,250,35,171,74,522,153,305,101
ZCTA5 76936,1968,326,432,24,313,45,663,131,560,126
ZCTA5 76937,15,15,0,0,0,0,15,15,0,0
ZCTA5 76939,0,0,0,0,0,0,0,0,0,0
ZCTA5 76940,106,27,2,2,26,0,78,25,0,0
ZCTA5 76941,911,143,137,0,145,27,397,76,232,40
ZCTA5 76943,2411,321,478,16,428,47,942,78,563,180
ZCTA5 76945,1353,309,112,85,277,75,456,73,508,76
ZCTA5 76949,10,0,4,0,1,0,0,0,5,0
ZCTA5 76950,2603,447,527,92,484,136,892,108,700,111
ZCTA5 76951,775,74,118,17,122,12,379,32,156,13
ZCTA5 76953,84,0,26,0,1,0,34,0,23,0
ZCTA5 76955,114,69,23,23,42,20,49,26,0,0
ZCTA5 76957,62,0,31,0,31,0,0,0,0,0
ZCTA5 76958,150,21,0,0,34,0,69,6,47,15
ZCTA5 77002,12828,4166,5651,2450,2855,602,3722,973,600,141
ZCTA5 77003,7023,3289,2412,1608,1882,1082,2107,495,622,104
ZCTA5 77004,21506,11148,7223,4595,4321,2304,6703,2850,3259,1399
ZCTA5 77005,17779,15020,2845,2476,3645,3359,7347,6167,3942,3018
ZCTA5 77006,18210,13479,7428,5849,3270,2544,5195,3515,2317,1571
ZCTA5 77007,32224,24912,14177,12709,7365,5617,7870,5209,2812,1377
ZCTA5 77008,27373,17882,10478,8174,5835,4060,7472,4295,3588,1353
ZCTA5 77009,25618,8818,6666,3339,5142,1857,9579,2781,4231,841
ZCTA5 77010,865,749,159,147,123,95,475,429,108,78
ZCTA5 77011,11280,1078,2474,630,2471,171,4160,212,2175,65
ZCTA5 77012,12561,917,3149,282,2844,320,4246,222,2322,93
ZCTA5 77013,11670,913,2501,238,2984,199,4426,390,1759,86
ZCTA5 77014,22447,4082,6406,1278,5072,746,8746,1719,2223,339
ZCTA5 77015,32349,3595,8311,1113,6824,627,12348,1333,4866,522
ZCTA5 77016,19324,1630,3594,216,3608,245,7380,579,4742,590
ZCTA5 77017,20457,1886,5330,710,4288,391,7782,585,3057,200
ZCTA5 77018,19600,10105,4018,2676,5116,3304,6870,2992,3596,1133
ZCTA5 77019,17188,12879,5701,4743,2941,2217,5571,4039,2975,1880
ZCTA5 77020,16322,1645,3683,609,3364,309,6545,588,2730,139
ZCTA5 77021,17289,5107,4235,1778,2929,932,6188,1442,3937,955
ZCTA5 77022,17319,1374,3695,441,3174,187,6937,430,3513,316
ZCTA5 77023,18836,3421,5092,1370,4010,852,6658,785,3076,414
ZCTA5 77024,26188,20110,3296,2287,4846,3843,11133,8844,6913,5136
ZCTA5 77025,20491,13802,5388,3893,3911,3057,7167,4740,4025,2112
ZCTA5 77026,14666,1067,3195,231,2446,203,5970,381,3055,252
ZCTA5 77027,14428,10951,5888,4672,2638,2153,3326,2341,2576,1785
ZCTA5 77028,11393,1005,2026,304,2200,135,4712,392,2455,174
ZCTA5 77029,11035,880,2053,216,2498,194,4388,318,2096,152
ZCTA5 77030,7749,6731,2260,2117,1826,1660,2297,1856,1366,1098
ZCTA5 77031,11241,2771,2686,643,2889,349,3578,879,2088,900
ZCTA5 77032,7257,694,2227,169,1807,166,2342,297,881,62
ZCTA5 77033,18639,1587,4002,516,3347,177,6695,549,4595,345
ZCTA5 77034,22989,3139,6488,889,6139,887,7577,1038,2785,325
ZCTA5 77035,24275,7122,6276,1356,5134,1365,8992,3032,3873,1369
ZCTA5 77036,45848,7878,14441,2076,11748,1652,14384,2643,5275,1507
ZCTA5 77037,11318,369,2385,77,3317,101,4109,99,1507,92
ZCTA5 77038,18161,1424,5406,249,4382,446,6416,513,1957,216
ZCTA5 77039,15683,632,4166,187,3531,77,5704,240,2282,128
ZCTA5 77040,32053,9141,8746,2657,6544,1524,11864,3438,4899,1522
ZCTA5 77041,23202,8460,4883,1761,4458,1569,10267,3742,3594,1388
ZCTA5 77042,28159,12979,10519,5100,5522,2346,8677,3958,3441,1575
ZCTA5 77043,17113,6508,4782,2417,3124,1203,6315,1722,2892,1166
ZCTA5 77044,28970,8432,7855,2041,7362,2807,11008,3236,2745,348
ZCTA5 77045,21570,3095,5173,581,4491,748,7671,979,4235,787
ZCTA5 77046,1136,722,350,277,151,151,317,189,318,105
ZCTA5 77047,20815,5468,6697,2386,4704,1360,6509,1410,2905,312
ZCTA5 77048,11428,1963,2695,577,2405,354,3991,592,2337,440
ZCTA5 77049,20360,2826,5110,724,5603,878,7381,991,2266,233
ZCTA5 77050,3036,188,387,27,742,0,1288,80,619,81
ZCTA5 77051,10518,1252,2495,465,1986,96,3486,379,2551,312
ZCTA5 77053,18859,2251,4839,574,3955,434,7238,1031,2827,212
ZCTA5 77054,17061,10801,8289,6374,3693,2357,3803,1580,1276,490
ZCTA5 77055,29297,10458,7445,2537,6452,2332,10781,4103,4619,1486
ZCTA5 77056,17771,13083,5138,3896,3094,2312,5389,3817,4150,3058
ZCTA5 77057,30461,17498,9083,5071,7088,4170,8849,5248,5441,3009
ZCTA5 77058,11381,5166,3844,1653,2093,976,3381,1326,2063,1211
ZCTA5 77059,11858,8236,1341,744,1977,1331,5896,4341,2644,1820
ZCTA5 77060,24810,1585,8185,687,7108,375,7190,352,2327,171
ZCTA5 77061,15904,2201,4800,688,3034,294,5907,762,2163,457
ZCTA5 77062,17891,8690,3728,1381,3266,1303,6799,4000,4098,2006
ZCTA5 77063,27545,12754,10432,5016,5568,2709,7487,2995,4058,2034
ZCTA5 77064,32194,9590,8270,2956,6202,1961,12721,3567,5001,1106
ZCTA5 77065,25935,7626,6843,2073,5394,1559,9273,2668,4425,1326
ZCTA5 77066,23208,5203,5454,1007,4741,940,8716,1953,4297,1303
ZCTA5 77067,19865,2189,5910,458,4497,563,7597,931,1861,237
ZCTA5 77068,7851,2702,1434,568,1826,408,2997,964,1594,762
ZCTA5 77069,13677,6157,2797,788,2033,861,5266,2754,3581,1754
ZCTA5 77070,34949,13765,7722,3351,7858,2966,12882,5170,6487,2278
ZCTA5 77071,18596,5986,3908,929,3570,1190,7410,2392,3708,1475
ZCTA5 77072,37747,5295,8843,1230,9179,1015,13496,1756,6229,1294
ZCTA5 77073,23968,3806,6744,937,6774,1170,7619,1161,2831,538
ZCTA5 77074,24629,5038,6768,1260,6451,1264,8262,1561,3148,953
ZCTA5 77075,26154,3210,8078,1036,5316,815,9696,985,3064,374
ZCTA5 77076,20373,1009,6000,491,4325,296,7626,125,2422,97
ZCTA5 77077,41981,23180,12668,7012,9277,6000,12333,6292,7703,3876
ZCTA5 77078,9535,976,2148,297,2079,61,3458,292,1850,326
ZCTA5 77079,21694,13632,3728,2230,5393,3539,8172,5421,4401,2442
ZCTA5 77080,28757,6522,7948,2064,6906,1675,9257,1828,4646,955
ZCTA5 77081,31530,6707,11645,2994,8947,1522,9174,1806,1764,385
ZCTA5 77082,38689,13721,11437,4737,7728,2369,13289,4620,6235,1995
ZCTA5 77083,49251,11404,11224,2833,10051,2151,20038,4219,7938,2201
ZCTA5 77084,66865,19821,16467,5808,16232,5065,25514,6703,8652,2245
ZCTA5 77085,11032,1726,2364,455,2428,287,4457,703,1783,281
ZCTA5 77086,16554,1439,3636,373,4127,343,6473,471,2318,252
ZCTA5 77087,22490,2031,5431,357,4515,579,8532,579,4012,516
ZCTA5 77088,34216,4144,7543,799,7224,742,13422,1642,6027,961
ZCTA5 77089,34664,7735,7652,1471,8164,2406,12926,2257,5922,1601
ZCTA5 77090,23445,4867,7889,1570,4648,851,8305,1700,2603,746
ZCTA5 77091,17703,2751,4784,665,3826,575,6172,974,2921,537
ZCTA5 77092,24408,4714,6713,1416,5425,963,8634,1522,3636,813
ZCTA5 77093,27001,819,7200,402,5990,120,9769,228,4042,69
ZCTA5 77094,6821,5118,742,454,1445,1204,3428,2686,1206,774
ZCTA5 77095,46660,20261,8939,4424,10296,4357,20176,9110,7249,2370
ZCTA5 77096,22320,11551,4592,1921,5413,2953,7458,4280,4857,2397
ZCTA5 77098,11244,9104,4566,4108,1984,1597,2922,2104,1772,1295
ZCTA5 77099,32518,4938,9059,1229,7042,1170,11947,1563,4470,976
ZCTA5 77201,0,0,0,0,0,0,0,0,0,0
ZCTA5 77301,21150,2431,5914,676,4771,634,7081,827,3384,294
ZCTA5 77302,12061,2270,1751,163,2902,396,4775,1017,2633,694
ZCTA5 77303,12967,1364,2540,347,3023,231,5420,620,1984,166
ZCTA5 77304,21849,8247,5328,1747,4005,1907,7434,2544,5082,2049
ZCTA5 77306,7840,344,1435,141,1650,83,3428,79,1327,41
ZCTA5 77316,17079,5793,2599,968,4026,1613,7146,2340,3308,872
ZCTA5 77318,11804,2436,1872,265,1709,419,4677,1032,3546,720
ZCTA5 77320,27286,4652,5387,1111,5990,676,11457,1696,4452,1169
ZCTA5 77326,37,0,0,0,0,0,0,0,37,0
ZCTA5 77327,14105,1459,2971,314,3158,334,5121,559,2855,252
ZCTA5 77328,9044,818,1625,171,1965,171,3349,226,2105,250
ZCTA5 77331,5991,947,514,131,954,172,2306,203,2217,441
ZCTA5 77334,301,0,46,0,150,0,19,0,86,0
ZCTA5 77335,2135,102,473,52,154,0,979,14,529,36
ZCTA5 77336,8239,1542,1515,255,1722,509,3299,540,1703,238
ZCTA5 77338,26820,4508,7211,1254,6778,1098,8848,1354,3983,802
ZCTA5 77339,27004,11339,4743,1953,5505,2081,9593,4342,7163,2963
ZCTA5 77340,16446,4660,4119,1074,3049,606,5219,1586,4059,1394
ZCTA5 77342,0,0,0,0,0,0,0,0,0,0
ZCTA5 77345,18243,11465,1903,1225,3651,2383,8489,5678,4200,2179
ZCTA5 77346,41923,17021,8659,3462,11000,5560,16032,5547,6232,2452
ZCTA5 77350,83,25,0,0,11,5,14,9,58,11
ZCTA5 77351,25114,3547,4189,463,4274,450,10342,1435,6309,1199
ZCTA5 77354,24454,7959,4617,1455,4739,1974,10188,3164,4910,1366
ZCTA5 77355,19683,5671,3036,787,3516,1058,9306,2847,3825,979
ZCTA5 77356,20242,7981,2029,698,3047,1178,8569,3422,6597,2683
ZCTA5 77357,15667,2105,3132,343,3346,329,6465,1165,2724,268
ZCTA5 77358,3414,322,605,97,529,59,1303,89,977,77
ZCTA5 77359,425,0,64,0,0,0,172,0,189,0
ZCTA5 77360,3878,495,574,5,387,19,1606,224,1311,247
ZCTA5 77362,4089,1131,802,104,1053,261,1478,544,756,222
ZCTA5 77363,2271,537,341,101,330,56,875,182,725,198
ZCTA5 77364,1626,223,116,3,132,8,645,93,733,119
ZCTA5 77365,23045,5439,4714,1446,5691,1349,9139,2001,3501,643
ZCTA5 77367,61,0,1,0,8,0,20,0,32,0
ZCTA5 77368,206,30,0,0,0,0,88,30,118,0
ZCTA5 77369,463,65,69,0,35,0,228,54,131,11
ZCTA5 77371,5486,400,1203,139,717,25,2353,124,1213,112
ZCTA5 77372,8596,666,1943,186,1538,86,3678,209,1437,185
ZCTA5 77373,40342,9792,9779,2751,9978,2378,14386,3063,6199,1600
ZCTA5 77374,335,45,0,0,0,0,228,45,107,0
ZCTA5 77375,34817,12166,8307,2833,8157,3860,12589,4040,5764,1433
ZCTA5 77376,467,0,0,0,90,0,262,0,115,0
ZCTA5 77377,24618,10942,4346,2084,5472,3101,10333,4226,4467,1531
ZCTA5 77378,10919,1407,2195,250,2664,311,3842,556,2218,290
ZCTA5 77379,54322,25622,8912,3389,12247,5633,21757,11068,11406,5532
ZCTA5 77380,18967,9750,4833,2606,3291,1564,7286,3907,3557,1673
ZCTA5 77381,25590,15997,3782,2107,3907,2875,11441,7707,6460,3308
ZCTA5 77382,25141,16604,2977,1355,5307,3903,13141,10061,3716,1285
ZCTA5 77384,14111,6959,3538,1759,2469,1805,4381,2119,3723,1276
ZCTA5 77385,16452,6466,3828,1678,3985,1783,6085,2352,2554,653
ZCTA5 77386,35469,16370,8709,4157,10473,5313,12514,5719,3773,1181
ZCTA5 77388,32615,12206,6231,2281,7517,3336,12867,4592,6000,1997
ZCTA5 77389,23988,13149,5060,2517,6521,4126,8897,4745,3510,1761
ZCTA5 77396,37599,10242,11180,3838,9374,3250,12810,2380,4235,774
ZCTA5 77401,13693,10879,1392,850,2692,2477,6329,5320,3280,2232
ZCTA5 77406,33144,15308,5959,2884,7996,4467,13698,5725,5491,2232
ZCTA5 77407,36576,17721,9709,4585,10491,5691,12702,6066,3674,1379
ZCTA5 77412,39,17,32,17,0,0,7,0,0,0
ZCTA5 77414,15797,2903,2869,558,2777,345,6055,1020,4096,980
ZCTA5 77415,29,29,0,0,0,0,29,29,0,0
ZCTA5 77417,1767,232,299,99,236,0,836,101,396,32
ZCTA5 77418,7384,2347,1240,293,812,415,3114,892,2218,747
ZCTA5 77419,741,180,183,122,87,17,350,15,121,26
ZCTA5 77420,1727,272,370,64,353,0,459,156,545,52
ZCTA5 77422,9259,1094,1813,110,1437,193,3576,343,2433,448
ZCTA5 77423,7659,1563,1828,391,1778,396,2738,495,1315,281
ZCTA5 77426,1754,403,201,0,229,65,892,145,432,193
ZCTA5 77428,0,0,0,0,0,0,0,0,0,0
ZCTA5 77429,56260,27911,10746,5233,14673,8165,22771,11175,8070,3338
ZCTA5 77430,1335,494,236,196,220,67,619,185,260,46
ZCTA5 77432,47,0,0,0,0,0,47,0,0,0
ZCTA5 77433,54546,26014,12163,6287,16310,8570,19894,9196,6179,1961
ZCTA5 77434,2978,447,475,94,688,132,1189,92,626,129
ZCTA5 77435,2690,812,417,125,541,181,1094,359,638,147
ZCTA5 77436,34,34,34,34,0,0,0,0,0,0
ZCTA5 77437,10640,2036,1975,369,1949,358,3966,664,2750,645
ZCTA5 77440,27,0,0,0,0,0,27,0,0,0
ZCTA5 77441,8070,5163,642,510,2404,1841,3183,1826,1841,986
ZCTA5 77442,663,93,97,16,84,17,281,28,201,32
ZCTA5 77443,171,32,139,0,0,0,32,32,0,0
ZCTA5 77444,355,44,83,39,100,0,96,5,76,0
ZCTA5 77445,8208,1599,2017,362,1207,316,3061,592,1923,329
ZCTA5 77446,851,198,348,54,125,11,199,53,179,80
ZCTA5 77447,9878,1923,2461,475,1691,299,4341,771,1385,378
ZCTA5 77448,100,30,22,14,70,16,8,0,0,0
ZCTA5 77449,77045,21224,19072,6211,21261,6347,28494,6882,8218,1784
ZCTA5 77450,47938,25566,8151,4029,11345,6562,20446,11401,7996,3574
ZCTA5 77451,29,0,0,0,2,0,15,0,12,0
ZCTA5 77453,168,0,147,0,0,0,21,0,0,0
ZCTA5 77454,0,0,0,0,0,0,0,0,0,0
ZCTA5 77455,1479,213,162,19,255,31,668,62,394,101
ZCTA5 77456,925,128,261,93,98,8,374,9,192,18
ZCTA5 77457,367,36,51,4,16,0,174,16,126,16
ZCTA5 77458,155,11,27,0,0,0,84,0,44,11
ZCTA5 77459,47517,26526,7288,3997,10682,7157,20756,11261,8791,4111
ZCTA5 77460,16,0,0,0,0,0,16,0,0,0
ZCTA5 77461,7646,1613,1286,201,1375,470,3429,717,1556,225
ZCTA5 77464,87,14,5,0,13,8,17,5,52,1
ZCTA5 77465,4464,752,716,233,763,70,1794,292,1191,157
ZCTA5 77466,360,51,83,15,23,3,173,19,81,14
ZCTA5 77467,17,0,0,0,0,0,0,0,17,0
ZCTA5 77468,39,20,0,0,0,0,19,0,20,20
ZCTA5 77469,35682,12156,7635,2924,7735,2895,13961,4118,6351,2219
ZCTA5 77470,243,13,23,0,41,0,112,9,67,4
ZCTA5 77471,24563,4065,5986,1242,5251,743,8970,1636,4356,444
ZCTA5 77473,48,0,0,0,0,0,12,0,36,0
ZCTA5 77474,8198,1579,1402,303,1728,338,3081,517,1987,421
ZCTA5 77475,617,118,63,0,88,70,245,30,221,18
ZCTA5 77476,126,23,10,0,35,0,52,21,29,2
ZCTA5 77477,23720,8624,6339,2683,4793,1938,8910,2942,3678,1061
ZCTA5 77478,19407,10871,3039,1744,2775,1795,8047,4534,5546,2798
ZCTA5 77479,62182,41457,9029,6033,14018,10983,27572,18428,11563,6013
ZCTA5 77480,5383,704,781,131,626,89,2435,344,1541,140
ZCTA5 77481,35,0,0,0,0,0,5,0,30,0
ZCTA5 77482,1421,215,208,84,269,54,526,28,418,49
ZCTA5 77483,152,0,76,0,39,0,37,0,0,0
ZCTA5 77484,6667,1140,1161,99,1164,264,2769,472,1573,305
ZCTA5 77485,3122,481,541,91,550,135,1207,122,824,133
ZCTA5 77486,4821,888,828,87,894,156,1827,274,1272,371
ZCTA5 77488,9669,1329,1775,127,1497,260,3793,552,2604,390
ZCTA5 77489,25356,6592,5465,1504,5007,1363,10338,2559,4546,1166
ZCTA5 77493,23376,7645,5364,2170,4921,1606,9402,2593,3689,1276
ZCTA5 77494,71792,44277,12132,7511,23166,16474,27053,16186,9441,4106
ZCTA5 77498,32769,12702,6783,2996,6593,2499,13640,5470,5753,1737
ZCTA5 77502,21816,1637,4897,527,5244,300,7976,316,3699,494
ZCTA5 77503,14538,1562,4211,540,2938,307,5233,576,2156,139
ZCTA5 77504,15270,2458,3815,568,3248,522,5198,829,3009,539
ZCTA5 77505,15282,3321,3432,755,2804,468,6191,1525,2855,573
ZCTA5 77506,21770,1080,6153,389,5037,303,7842,261,2738,127
ZCTA5 77507,215,59,88,12,26,26,101,21,0,0
ZCTA5 77510,9821,1315,1230,183,1889,290,4116,584,2586,258
ZCTA5 77511,30375,4615,6156,958,6260,704,11788,1923,6171,1030
ZCTA5 77514,3530,334,536,27,823,46,1366,119,805,142
ZCTA5 77515,22688,3550,4589,602,5102,1002,8826,1174,4171,772
ZCTA5 77517,3977,507,510,55,761,128,1830,255,876,69
ZCTA5 77518,6850,893,1556,110,1323,217,2944,378,1027,188
ZCTA5 77519,898,91,96,20,95,6,472,31,235,34
ZCTA5 77520,22199,2409,5378,636,4027,147,8458,984,4336,642
ZCTA5 77521,35889,6558,8407,2066,8646,1536,12781,1983,6055,973
ZCTA5 77523,14269,3608,3526,972,3361,938,5686,1225,1696,473
ZCTA5 77530,19210,1463,3670,216,5051,236,7768,686,2721,325
ZCTA5 77531,10381,1742,2634,680,2278,495,3850,280,1619,287
ZCTA5 77532,20147,3357,3541,479,4381,999,7972,1310,4253,569
ZCTA5 77533,602,44,105,17,101,0,286,24,110,3
ZCTA5 77534,1456,336,93,37,381,142,732,143,250,14
ZCTA5 77535,23825,1866,5673,421,4547,366,9347,566,4258,513
ZCTA5 77536,20943,4125,4240,803,3961,845,8584,1597,4158,880
ZCTA5 77538,709,94,95,18,178,33,238,26,198,17
ZCTA5 77539,31385,7328,6973,1848,6759,1451,11932,3025,5721,1004
ZCTA5 77541,10737,1072,2264,165,2199,198,4346,348,1928,361
ZCTA5 77545,15180,4559,3703,1047,3763,1546,5858,1661,1856,305
ZCTA5 77546,34573,16213,5722,2142,7032,3919,14824,7443,6995,2709
ZCTA5 77547,5334,483,1420,138,1321,168,1846,148,747,29
ZCTA5 77550,15663,4933,3476,1570,2162,565,6225,1624,3800,1174
ZCTA5 77551,15089,3541,3534,864,3117,612,5401,1080,3037,985
ZCTA5 77554,6324,2713,817,250,702,293,2851,1275,1954,895
ZCTA5 77560,277,50,23,0,17,17,185,17,52,16
ZCTA5 77561,76,13,17,10,28,0,12,3,19,0
ZCTA5 77562,6850,783,1026,196,1360,120,2874,340,1590,127
