NAME,S1501_C01_006E,S1501_C01_015E,S1501_C01_016E,S1501_C01_018E,S1501_C01_019E,S1501_C01_021E,S1501_C01_022E,S1501_C01_024E,S1501_C01_025E,S1501_C01_027E
Geographic Area Name,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
ZCTA5 01834,4577,2231,485,340,637,444,2245,1015,1210,432
ZCTA5 01835,9315,3300,2016,591,1674,507,4164,1711,1461,491
ZCTA5 01840,3594,428,775,103,717,98,1344,169,758,58
ZCTA5 01841,30018,2425,7608,720,6358,539,11213,841,4839,325
ZCTA5 01843,16038,2534,4525,758,3248,653,5554,691,2711,432
ZCTA5 01844,34750,9780,5439,1760,7104,2211,14187,4064,8020,1745
ZCTA5 01845,20149,12031,3497,2049,3440,2408,8313,5294,4899,2280
ZCTA5 01850,10224,1513,3338,497,1790,310,3441,487,1655,219
ZCTA5 01851,20413,5119,5564,1841,3530,1081,8154,1675,3165,522
ZCTA5 01852,24741,7135,5605,2031,5411,1422,9357,2694,4368,988
ZCTA5 01854,16717,3581,4319,1297,2793,657,6577,1050,3028,577
ZCTA5 01860,4875,2128,268,65,781,477,2508,1281,1318,305
ZCTA5 01862,7975,2553,1685,704,1230,564,3332,986,1728,299
ZCTA5 01863,6748,3251,901,533,1296,756,2633,1234,1918,728
ZCTA5 01864,10978,5596,1262,714,2223,1608,5243,2686,2250,588
ZCTA5 01867,17794,11469,2469,1724,3337,2901,7593,5046,4395,1798
ZCTA5 01876,22551,8697,3807,2050,3513,1702,9680,3606,5551,1339
ZCTA5 01879,8751,4247,1246,772,1547,943,4491,2056,1467,476
ZCTA5 01880,19876,10128,3240,1920,3687,2547,7968,3995,4981,1666
ZCTA5 01886,16259,10957,1773,1097,3280,2513,8046,5738,3160,1609
ZCTA5 01887,16386,7123,2859,1751,2626,1574,7056,3009,3845,789
ZCTA5 01890,15116,11681,1469,1121,2878,2640,6752,5522,4017,2398
ZCTA5 01901,1448,314,277,97,215,27,491,72,465,118
ZCTA5 01902,32073,5224,8452,1178,7271,1193,10693,1925,5657,928
ZCTA5 01904,11797,3115,2463,883,2223,609,4706,1215,2405,408
ZCTA5 01905,15796,2646,3765,965,3579,612,6034,812,2418,257
ZCTA5 01906,21107,6080,3341,1416,2945,1227,9127,2102,5694,1335
ZCTA5 01907,10949,6198,1512,883,1798,1117,4716,2774,2923,1424
ZCTA5 01908,2772,1586,205,137,403,215,1310,747,854,487
ZCTA5 01913,12633,5196,2218,1085,1948,949,5541,2245,2926,917
ZCTA5 01915,28683,14516,5080,3343,4830,3076,11750,5764,7023,2333
ZCTA5 01921,5615,3826,376,322,936,696,2973,2104,1330,704
ZCTA5 01922,2636,1340,304,200,323,204,1112,681,897,255
ZCTA5 01923,20068,8736,3370,1749,3129,1501,7793,3603,5776,1883
ZCTA5 01929,2673,1558,416,287,334,222,1234,765,689,284
ZCTA5 01930,23175,9252,3220,1328,2940,1325,10068,3853,6947,2746
ZCTA5 01937,180,19,68,19,36,0,76,0,0,0
ZCTA5 01938,10073,5450,1150,639,1321,923,4476,2448,3126,1440
ZCTA5 01940,9136,5058,1044,714,1628,1077,3816,2166,2648,1101
ZCTA5 01944,3842,2719,306,219,539,468,1724,1424,1273,608
ZCTA5 01945,14715,10491,1039,528,2388,2046,6809,5306,4479,2611
ZCTA5 01949,7066,2775,1330,334,919,320,3000,1585,1817,536
ZCTA5 01950,13474,8414,1311,804,2148,1626,6221,3888,3794,2096
ZCTA5 01951,2441,1354,164,147,260,118,1320,658,697,431
ZCTA5 01952,7189,2564,1156,430,1007,405,3109,1110,1917,619
ZCTA5 01960,39183,13311,7392,3344,5171,2282,14794,4448,11826,3237
ZCTA5 01966,5852,3328,659,452,543,270,2213,1264,2437,1342
ZCTA5 01969,4499,2001,554,334,711,248,2154,1084,1080,335
ZCTA5 01970,30348,13102,7373,3583,4983,2740,11075,4233,6917,2546
ZCTA5 01982,5348,3706,738,518,1081,864,2398,1776,1131,548
ZCTA5 01983,4656,2997,488,353,932,664,1726,1176,1510,804
ZCTA5 01984,2703,1828,301,220,426,267,1165,954,811,387
ZCTA5 01985,3304,2060,295,196,447,365,1583,1050,979,449
ZCTA5 02019,12039,4305,2456,1230,2016,969,5167,1592,2400,514
ZCTA5 02021,16712,9214,2482,1420,3216,2363,6642,3539,4372,1892
ZCTA5 02025,5572,3947,407,338,1038,893,2687,2008,1440,708
ZCTA5 02026,18600,9914,3753,2529,2925,1888,7050,3491,4872,2006
ZCTA5 02030,3881,3290,276,234,566,522,2105,1851,934,683
ZCTA5 02032,2918,1797,343,254,701,463,1260,845,614,235
ZCTA5 02035,12539,6624,2197,1543,2060,1378,5132,2630,3150,1073
ZCTA5 02038,21806,12153,2602,1822,4319,2913,10626,6072,4259,1346
ZCTA5 02043,16330,11618,1455,1142,2790,2468,7195,5212,4890,2796
ZCTA5 02045,8428,3863,838,283,1082,741,4000,1690,2508,1149
ZCTA5 02047,84,9,0,0,10,0,33,9,41,0
ZCTA5 02048,16564,9076,3514,2184,2613,1968,7829,4056,2608,868
ZCTA5 02050,18711,9026,2049,979,3338,1855,8525,4010,4799,2182
ZCTA5 02052,8122,5987,778,541,1609,1438,4011,2998,1724,1010
ZCTA5 02053,8985,5303,1322,877,1545,1046,4329,2692,1789,688
ZCTA5 02054,5910,3096,778,428,916,490,2746,1542,1470,636
ZCTA5 02056,8018,4235,1276,542,1600,837,3579,2148,1563,708
ZCTA5 02061,7369,4820,819,646,1262,1052,3354,2258,1934,864
ZCTA5 02062,21580,10229,4470,3133,3964,2120,7873,3399,5273,1577
ZCTA5 02066,13271,8029,1392,741,1607,1138,6156,4202,4116,1948
ZCTA5 02067,12380,9036,1222,847,2461,1816,5715,4575,2982,1798
ZCTA5 02071,1274,183,460,0,214,43,448,125,152,15
ZCTA5 02072,20942,7866,3256,1596,3431,1722,8964,3127,5291,1421
ZCTA5 02081,13432,7196,1773,894,2699,1836,5581,3442,3379,1024
ZCTA5 02090,10826,7743,1070,773,1795,1514,4979,3700,2982,1756
ZCTA5 02093,8187,4208,1275,746,1199,806,4030,2034,1683,622
ZCTA5 02108,3498,3055,1183,1031,592,548,1005,860,718,616
ZCTA5 02109,3573,2606,1610,1395,405,334,916,508,642,369
ZCTA5 02110,2022,1664,346,314,247,212,754,647,675,491
ZCTA5 02111,5265,2929,1651,1448,825,409,1693,743,1096,329
ZCTA5 02113,5663,4522,3426,3123,851,704,806,500,580,195
ZCTA5 02114,11442,9599,5434,5101,1798,1528,2492,1712,1718,1258
ZCTA5 02115,11005,6944,4115,3681,1746,1012,2884,1208,2260,1043
ZCTA5 02116,17978,13752,6267,5629,2665,2085,5273,3925,3773,2113
ZCTA5 02118,21489,12478,7647,6138,3912,2274,6603,2969,3327,1097
ZCTA5 02119,18322,4976,4982,2051,2728,755,6890,1595,3722,575
ZCTA5 02120,7252,2919,3067,2071,1017,178,2168,435,1000,235
ZCTA5 02121,19147,3217,4827,1040,3729,660,6775,766,3816,751
ZCTA5 02122,17703,5425,5576,2790,3594,1090,6040,1092,2493,453
ZCTA5 02124,38003,10738,10814,4389,7433,2195,12283,2908,7473,1246
ZCTA5 02125,24112,8857,8542,4994,4184,1723,7742,1639,3644,501
ZCTA5 02126,20310,3803,4592,873,4220,1050,7383,1244,4115,636
ZCTA5 02127,30581,20011,15480,13508,4607,3196,7226,2657,3268,650
ZCTA5 02128,33947,9812,11635,5320,7572,1793,10470,2124,4270,575
ZCTA5 02129,15069,10159,4942,4254,2937,2225,5012,2768,2178,912
ZCTA5 02130,31610,20889,11289,8600,6396,4748,8634,5093,5291,2448
ZCTA5 02131,24974,11117,5440,3256,5435,2666,9685,3885,4414,1310
ZCTA5 02132,21645,12191,4270,2664,3400,2392,8267,4872,5708,2263
ZCTA5 02134,13700,9326,8715,7241,1702,980,2259,803,1024,302
ZCTA5 02135,33915,23122,17067,14211,5238,3643,6082,2773,5528,2495
ZCTA5 02136,23672,6748,4365,1618,4890,1613,9931,2708,4486,809
ZCTA5 02138,23503,20555,8690,8054,4383,3919,5495,4681,4935,3901
ZCTA5 02139,26597,20487,12322,10856,4931,3918,5831,3714,3513,1999
ZCTA5 02140,15881,11756,5825,5148,3394,2638,4071,2647,2591,1323
ZCTA5 02141,10681,7496,4955,4414,1946,1531,2147,1052,1633,499
ZCTA5 02142,2830,2579,1477,1455,480,470,574,435,299,219
ZCTA5 02143,20296,14789,9934,9076,3735,2782,4100,2227,2527,704
ZCTA5 02144,18472,13558,9003,8097,3098,2452,3745,2064,2626,945
ZCTA5 02145,20797,9969,7719,5900,4747,1892,6195,1754,2136,423
ZCTA5 02148,43469,16958,13371,8376,8025,2974,14313,4059,7760,1549
ZCTA5 02149,31559,6313,8048,2673,6942,1339,11416,1537,5153,764
ZCTA5 02150,26245,4844,7321,2126,6754,1045,8385,1236,3785,437
ZCTA5 02151,39000,8929,8482,2939,8473,2121,14323,2907,7722,962
ZCTA5 02152,14263,5459,2750,1355,2258,973,5911,2285,3344,846
ZCTA5 02155,41518,22343,12454,9509,6917,4700,13597,5791,8550,2343
ZCTA5 02163,1674,1625,1522,1496,86,86,66,43,0,0
ZCTA5 02169,43822,19483,12073,8284,7946,4238,14632,5014,9171,1947
ZCTA5 02170,15101,6347,3727,2300,2496,1290,5674,1943,3204,814
ZCTA5 02171,14115,7114,3645,2670,2273,1364,4880,1991,3317,1089
ZCTA5 02176,20322,12526,3546,2737,4073,3043,7867,4786,4836,1960
ZCTA5 02180,17675,8189,2729,1836,3667,2202,6586,2610,4693,1541
ZCTA5 02184,26343,11446,4210,2496,5298,3050,10517,4153,6318,1747
ZCTA5 02186,17820,10867,2337,1337,3615,2728,7198,4773,4670,2029
ZCTA5 02188,11979,5022,2942,1731,2036,1171,3746,1379,3255,741
ZCTA5 02189,10636,3451,1888,914,1837,873,4934,1257,1977,407
ZCTA5 02190,12801,5400,2319,1517,2062,1213,5409,1854,3011,816
ZCTA5 02191,6439,2543,1004,558,805,461,2739,1029,1891,495
ZCTA5 02199,1055,934,333,333,236,223,235,200,251,178
ZCTA5 02203,30,0,0,0,0,0,0,0,30,0
ZCTA5 02210,3221,2890,1191,1117,916,909,845,650,269,214
ZCTA5 02215,9737,7743,5872,5225,1426,1128,1772,1084,667,306
ZCTA5 02301,40385,7550,8483,1838,8146,1678,15426,2806,8330,1228
ZCTA5 02302,22026,4081,4914,918,4006,895,8951,1558,4155,710
ZCTA5 02322,3389,911,745,209,633,335,1369,309,642,58
ZCTA5 02324,16935,6061,3387,1402,3184,1259,6591,2356,3773,1044
ZCTA5 02330,8197,1789,1040,251,1270,459,3564,760,2323,319
ZCTA5 02332,10760,7797,884,622,1520,1294,4969,3697,3387,2184
ZCTA5 02333,9804,2993,2084,759,1728,759,3759,1061,2233,414
ZCTA5 02338,5461,1673,916,437,951,456,2404,564,1190,216
ZCTA5 02339,9527,4642,970,522,1941,1188,4199,2207,2417,725
ZCTA5 02341,7610,2471,1166,567,1070,396,3484,946,1890,562
ZCTA5 02343,7498,2231,848,446,1557,624,3236,888,1857,273
ZCTA5 02346,17930,4706,3332,808,2255,863,7661,2265,4682,770
ZCTA5 02347,8207,3201,1134,491,1460,824,3804,1422,1809,464
ZCTA5 02351,11793,4615,1946,1056,2210,1182,5189,1873,2448,504
ZCTA5 02356,8897,4903,1227,916,1555,987,4108,2243,2007,757
ZCTA5 02357,110,89,6,0,14,7,47,39,43,43
ZCTA5 02359,12856,4988,1909,853,1958,1006,6190,2519,2799,610
ZCTA5 02360,44671,17207,6518,2317,6647,3031,18432,6864,13074,4995
ZCTA5 02364,9331,4057,1171,569,1629,832,3929,1713,2602,943
ZCTA5 02366,189,9,25,0,62,0,76,0,26,9
ZCTA5 02367,2147,714,350,147,296,136,969,326,532,105
ZCTA5 02368,24367,6738,4997,1651,4169,1666,9791,2333,5410,1088
ZCTA5 02370,12698,4283,2799,1597,2157,695,4899,1392,2843,599
ZCTA5 02375,7155,2945,1263,684,1115,473,3100,1309,1677,479
ZCTA5 02379,5087,1803,759,372,868,382,2111,757,1349,292
ZCTA5 02382,10171,2946,2005,853,1862,599,4371,1120,1933,374
ZCTA5 02420,9875,8433,623,500,1908,1821,4569,4125,2775,1987
ZCTA5 02421,12912,10870,942,810,2229,2096,5965,5161,3776,2803
ZCTA5 02445,14011,11495,3562,2971,2744,2484,4593,3823,3112,2217
ZCTA5 02446,20910,17591,7159,6308,3511,3236,5524,4462,4716,3585
ZCTA5 02451,13988,7456,3990,2839,2246,1427,4700,2207,3052,983
ZCTA5 02452,8920,4702,2201,1426,1885,1094,2797,1329,2037,853
ZCTA5 02453,19829,10982,6124,4475,4212,2546,5903,2633,3590,1328
ZCTA5 02457,17,9,17,9,0,0,0,0,0,0
ZCTA5 02458,9275,6819,2184,1709,1314,976,3789,2923,1988,1211
ZCTA5 02459,12557,11041,1226,1078,2012,1867,5215,4747,4104,3349
ZCTA5 02460,6555,4952,1077,881,1120,898,2701,2082,1657,1091
ZCTA5 02461,5132,4311,680,505,901,749,2227,1963,1324,1094
ZCTA5 02462,992,793,118,106,125,116,516,421,233,150
ZCTA5 02464,2444,1643,534,436,478,328,988,666,444,213
ZCTA5 02465,8171,6167,950,769,1852,1604,3429,2660,1940,1134
ZCTA5 02466,5392,3902,801,611,1037,822,1978,1524,1576,945
ZCTA5 02467,11285,9010,2111,1783,1725,1349,3928,3223,3521,2655
ZCTA5 02468,3974,3603,277,241,629,578,1818,1706,1250,1078
ZCTA5 02472,27932,18446,7958,6605,5555,4351,8696,4992,5723,2498
ZCTA5 02474,20544,14614,4654,3913,4392,3690,7346,4953,4152,2058
ZCTA5 02476,12816,9025,1914,1534,2502,2142,4972,3547,3428,1802
ZCTA5 02478,18040,13597,2751,2308,3697,3144,7303,5776,4289,2369
ZCTA5 02481,8887,7748,659,513,1695,1558,4395,4020,2138,1657
ZCTA5 02482,7060,5619,822,729,961,883,3159,2698,2118,1309
ZCTA5 02492,13700,10891,967,752,2561,2311,6028,4944,4144,2884
ZCTA5 02493,7755,6420,544,488,1137,1087,3532,3075,2542,1770
ZCTA5 02494,6859,4733,884,536,1520,1294,2751,2002,1704,901
ZCTA5 02532,9791,3384,1009,387,1260,423,4159,1446,3363,1128
ZCTA5 02534,682,271,162,59,13,0,355,137,152,75
ZCTA5 02535,1282,793,156,100,173,72,504,305,449,316
ZCTA5 02536,14814,5323,1735,455,2026,624,5833,1886,5220,2358
ZCTA5 02537,4697,2699,497,314,902,436,1869,1171,1429,778
ZCTA5 02538,2952,416,593,131,413,45,1524,173,422,67
ZCTA5 02539,2929,1195,264,135,349,60,1456,635,860,365
ZCTA5 02540,6897,3870,504,196,611,299,2403,1466,3379,1909
ZCTA5 02542,487,199,335,148,132,45,20,6,0,0
ZCTA5 02543,590,501,61,45,61,49,131,94,337,313
ZCTA5 02553,111,52,0,0,0,0,0,0,111,52
ZCTA5 02554,8045,4211,1698,1067,1676,846,3124,1430,1547,868
ZCTA5 02556,2136,1262,253,157,156,156,737,430,990,519
ZCTA5 02557,3359,1416,523,207,789,310,987,341,1060,558
ZCTA5 02558,1004,176,19,0,93,16,352,15,540,145
ZCTA5 02559,2999,1130,200,68,368,109,1072,440,1359,513
ZCTA5 02561,236,135,28,20,48,34,82,18,78,63
ZCTA5 02562,2323,836,367,144,301,119,1012,346,643,227
ZCTA5 02563,7403,3479,520,226,790,473,3561,1652,2532,1128
ZCTA5 02564,147,117,0,0,13,13,50,50,84,54
ZCTA5 02568,3202,1239,663,178,440,151,1236,585,863,325
ZCTA5 02571,7601,2180,1530,288,939,260,2959,864,2173,768
ZCTA5 02575,2003,1088,143,9,212,108,865,479,783,492
ZCTA5 02576,3261,759,337,80,483,221,1389,311,1052,147
ZCTA5 02584,0,0,0,0,0,0,0,0,0,0
ZCTA5 02601,11137,2037,2399,248,1990,341,4313,836,2435,612
ZCTA5 02630,1505,769,152,43,189,81,637,335,527,310
ZCTA5 02631,7466,3653,709,150,528,233,3116,1604,3113,1666
ZCTA5 02632,7872,3715,974,393,960,526,3241,1483,2697,1313
ZCTA5 02633,3460,2110,323,170,202,82,978,589,1957,1269
ZCTA5 02635,2348,1434,180,136,292,167,961,592,915,539
ZCTA5 02637,199,161,23,11,25,12,41,41,110,97
ZCTA5 02638,2785,1477,221,155,192,100,774,309,1598,913
ZCTA5 02639,2354,773,376,62,278,67,1015,301,685,343
ZCTA5 02641,161,126,0,0,18,0,18,18,125,108
ZCTA5 02642,4048,2037,214,74,393,207,1561,702,1880,1054
ZCTA5 02643,0,0,0,0,0,0,0,0,0,0
ZCTA5 02644,2813,844,395,114,294,156,1440,376,684,198
ZCTA5 02645,7123,3164,639,171,970,508,2740,1164,2774,1321
ZCTA5 02646,1706,956,159,45,117,30,460,283,970,598
ZCTA5 02647,76,60,0,0,21,21,0,0,55,39
ZCTA5 02648,5083,2077,620,231,642,221,2441,1071,1380,554
ZCTA5 02649,10916,4515,1609,419,992,378,4209,1802,4106,1916
ZCTA5 02650,806,462,34,13,52,0,318,214,402,235
ZCTA5 02651,25,25,9,9,0,0,16,16,0,0
ZCTA5 02652,586,243,9,0,96,27,243,131,238,85
ZCTA5 02653,4858,2845,328,129,602,232,1610,1037,2318,1447
ZCTA5 02655,2605,1277,265,129,314,136,844,400,1182,612
ZCTA5 02657,2702,1480,194,135,366,201,1321,651,821,493
ZCTA5 02659,785,395,61,34,79,27,327,196,318,138
ZCTA5 02660,4982,1741,463,167,365,121,1889,543,2265,910
ZCTA5 02663,102,74,0,0,0,0,17,17,85,57
ZCTA5 02664,7057,2118,914,169,740,125,2410,574,2993,1250
ZCTA5 02666,386,228,1,1,41,0,151,102,193,125
ZCTA5 02667,2648,1399,170,57,202,100,1182,534,1094,708
ZCTA5 02668,2111,1054,140,81,194,68,1011,503,766,402
ZCTA5 02669,27,19,0,0,0,0,8,0,19,19
ZCTA5 02670,1089,581,69,54,120,32,384,175,516,320
ZCTA5 02671,924,513,78,51,58,28,274,134,514,300
ZCTA5 02672,229,165,10,0,67,58,25,25,127,82
ZCTA5 02673,6521,2104,1143,251,837,247,2541,906,2000,700
ZCTA5 02675,5316,2806,462,181,411,281,1698,778,2745,1566
ZCTA5 02702,3084,1071,373,183,550,243,1446,475,715,170
ZCTA5 02703,32405,10232,5914,2269,6129,2611,12803,3778,7559,1574
ZCTA5 02713,49,31,2,2,4,0,25,17,18,12
ZCTA5 02715,2707,852,418,211,564,198,1267,346,458,97
ZCTA5 02717,3662,1113,687,208,498,254,1527,460,950,191
ZCTA5 02718,4568,1361,758,163,813,355,2168,670,829,173
ZCTA5 02719,11690,2984,1433,471,1978,700,4640,1118,3639,695
ZCTA5 02720,22000,4701,4655,1211,3435,857,8320,1652,5590,981
ZCTA5 02721,17570,2003,3645,557,2981,359,6631,644,4313,443
ZCTA5 02723,10577,1144,2405,249,2015,256,4018,519,2139,120
ZCTA5 02724,12561,1763,2429,353,2512,335,4830,775,2790,300
ZCTA5 02725,1938,438,245,37,189,63,901,192,603,146
ZCTA5 02726,11801,3335,1959,716,1640,475,4509,1407,3693,737
ZCTA5 02738,3745,1924,197,94,596,245,1564,873,1388,712
ZCTA5 02739,4831,2355,401,205,587,288,2239,982,1604,880
ZCTA5 02740,28935,5772,6026,1558,5308,791,10479,2144,7122,1279
ZCTA5 02743,8009,1780,1368,438,1210,391,3310,580,2121,371
ZCTA5 02744,7339,1059,1970,356,1461,242,2493,311,1415,150
ZCTA5 02745,17710,3206,3456,869,3241,851,7038,987,3975,499
ZCTA5 02746,9636,787,2715,334,2070,53,3003,228,1848,172
ZCTA5 02747,14075,4000,2366,728,2211,812,5767,1510,3731,950
ZCTA5 02748,9111,3975,1391,753,1059,632,3396,1397,3265,1193
ZCTA5 02760,19312,7848,3689,1567,3908,1843,8149,3594,3566,844
ZCTA5 02762,6527,2844,1281,539,1148,676,2746,1245,1352,384
ZCTA5 02763,1111,696,354,225,248,196,392,207,117,68
ZCTA5 02764,2775,772,393,163,441,140,1328,342,613,127
ZCTA5 02766,12801,5219,1697,956,2316,1138,6055,2464,2733,661
ZCTA5 02767,10421,4222,1860,1086,1703,976,4111,1562,2747,598
ZCTA5 02769,8338,3823,1226,603,1220,822,4292,1875,1600,523
ZCTA5 02770,3631,1758,298,165,685,282,1799,990,849,321
ZCTA5 02771,11433,4668,1562,693,2143,1112,4941,2169,2787,694
ZCTA5 02777,12547,3002,1815,431,2230,786,5175,1124,3327,661
ZCTA5 02779,4723,1686,490,146,1012,425,2277,845,944,270
ZCTA5 02780,35021,7584,7060,1793,6205,1605,14035,3070,7721,1116
ZCTA5 02790,11857,4174,1248,500,1868,655,4904,1677,3837,1342
ZCTA5 02791,372,291,23,0,9,9,124,117,216,165
ZCTA5 02802,508,114,135,0,60,19,299,95,14,0
ZCTA5 02804,1372,322,219,50,148,83,709,116,296,73
ZCTA5 02806,11163,7710,1216,909,1881,1423,5380,3877,2686,1501
ZCTA5 02807,718,259,74,26,63,10,368,84,213,139
ZCTA5 02808,1533,283,206,35,371,28,705,162,251,58
ZCTA5 02809,14699,6030,2254,1141,2073,997,5792,2500,4580,1392
ZCTA5 02812,770,424,50,0,128,110,446,273,146,41
ZCTA5 02813,5852,2221,862,263,685,331,2438,847,1867,780
ZCTA5 02814,5806,1770,988,261,812,227,2793,931,1213,351
ZCTA5 02815,259,175,37,0,84,84,96,49,42,42
ZCTA5 02816,23668,6456,3818,1269,3913,1474,10316,2728,5621,985
ZCTA5 02817,4632,2136,401,216,927,479,2354,1184,950,257
ZCTA5 02818,13362,7758,1472,1013,2068,1518,5956,3704,3866,1523
ZCTA5 02822,4273,2053,561,378,616,231,1989,949,1107,495
ZCTA5 02825,4216,1319,480,193,531,256,2204,559,1001,311
ZCTA5 02826,361,142,24,24,17,0,224,79,96,39
ZCTA5 02827,1680,479,256,129,171,52,878,206,375,92
ZCTA5 02828,5743,2053,633,290,797,451,2542,894,1771,418
ZCTA5 02830,4123,1464,629,322,813,275,1722,589,959,278
ZCTA5 02831,2315,789,283,113,380,182,1134,388,518,106
ZCTA5 02832,3464,1187,324,90,564,202,1700,649,876,246
ZCTA5 02833,856,266,97,0,94,70,488,140,177,56
ZCTA5 02835,4189,2704,248,163,494,350,2044,1542,1403,649
ZCTA5 02836,128,44,7,0,0,0,121,44,0,0
ZCTA5 02837,2844,1504,178,87,352,156,1184,593,1130,668
ZCTA5 02838,2357,657,612,319,418,138,773,122,554,78
ZCTA5 02839,1553,348,260,63,312,192,630,93,351,0
ZCTA5 02840,16375,8426,4022,2273,2465,1361,5338,2587,4550,2205
ZCTA5 02841,804,648,657,548,122,83,25,17,0,0
ZCTA5 02842,11935,5439,2164,881,2044,978,4546,2227,3181,1353
ZCTA5 02852,16022,7788,2116,1195,2564,1436,6808,3370,4534,1787
ZCTA5 02857,6157,2463,888,316,607,206,2950,1296,1712,645
ZCTA5 02858,572,111,69,0,53,0,398,111,52,0
ZCTA5 02859,5226,1371,1109,221,674,313,2481,680,962,157
ZCTA5 02860,31643,7088,7893,2089,5612,1430,12457,2438,5681,1131
ZCTA5 02861,19298,4044,4791,1225,3531,820,7301,1435,3675,564
ZCTA5 02863,11618,941,3523,203,2414,258,4291,363,1390,117
ZCTA5 02864,25127,9756,3356,1653,4545,2261,11042,4000,6184,1842
ZCTA5 02865,12416,5547,1829,1052,1944,1026,5106,2443,3537,1026
ZCTA5 02871,12334,6508,1124,606,1932,1212,5513,3143,3765,1547
ZCTA5 02872,230,69,35,35,0,0,71,12,124,22
ZCTA5 02873,159,90,22,22,21,0,116,68,0,0
ZCTA5 02874,4110,2569,516,364,708,429,1992,1259,894,517
ZCTA5 02875,323,123,96,37,67,22,160,64,0,0
ZCTA5 02876,231,51,101,51,12,0,118,0,0,0
ZCTA5 02878,12154,3962,1965,613,1461,677,4938,1573,3790,1099
ZCTA5 02879,14886,8207,1971,1036,2076,1080,6019,3308,4820,2783
ZCTA5 02881,1609,1092,378,247,137,76,597,432,497,337
ZCTA5 02882,9232,5237,1011,554,1014,792,3811,2144,3396,1747
ZCTA5 02885,8296,3010,1564,698,1113,469,3408,1219,2211,624
ZCTA5 02886,21383,7436,4238,2012,3363,1248,7799,2791,5983,1385
ZCTA5 02888,14239,4992,2724,1129,2335,858,5721,1948,3459,1057
ZCTA5 02889,20794,5926,3744,1219,3424,1006,8649,2528,4977,1173
ZCTA5 02891,15926,5744,2545,918,2152,935,6578,2435,4651,1456
ZCTA5 02892,3886,1698,478,255,643,389,1800,682,965,372
ZCTA5 02893,21272,5090,4796,1771,3577,956,7950,1476,4949,887
ZCTA5 02894,413,69,62,15,0,0,264,27,87,27
ZCTA5 02895,28943,5147,7330,1870,4925,991,10981,1476,5707,810
ZCTA5 02896,9031,2844,1057,553,1276,465,3851,1192,2847,634
ZCTA5 02898,952,219,168,0,92,18,347,139,345,62
ZCTA5 02903,7039,3387,2202,1709,1009,469,1979,699,1849,510
ZCTA5 02904,21632,5801,4697,1741,3420,1099,8229,1992,5286,969
ZCTA5 02905,15872,4229,3598,818,2913,889,6135,1690,3226,832
ZCTA5 02906,17659,13291,5776,4783,3038,2269,5143,3788,3702,2451
ZCTA5 02907,18667,2495,5508,795,4088,501,6204,813,2867,386
ZCTA5 02908,22398,6669,5946,2117,4812,1377,7756,2225,3884,950
ZCTA5 02909,24945,3723,7087,1523,5959,935,8276,1052,3623,213
ZCTA5 02910,15162,4315,3435,1354,3064,956,5893,1349,2770,656
ZCTA5 02911,11187,3313,2450,1095,2161,573,4138,1096,2438,549
ZCTA5 02912,16,15,16,15,0,0,0,0,0,0
ZCTA5 02914,15704,3309,3438,1123,2758,644,5407,975,4101,567
ZCTA5 02915,12647,3824,2542,1167,1859,613,4840,1253,3406,791
ZCTA5 02916,6871,2931,1237,740,1362,689,2428,961,1844,541
ZCTA5 02917,8883,3234,1525,471,1054,561,3745,1560,2559,642
ZCTA5 02919,22222,5282,4122,1499,3771,1229,8559,1786,5770,768
ZCTA5 02920,27601,7832,5884,1669,4873,1668,9429,2539,7415,1956
ZCTA5 02921,8655,4096,1088,589,1541,839,3865,1977,2161,691
ZCTA5 03031,8173,5070,1148,715,1062,773,3982,2575,1981,1007
ZCTA5 03032,3946,1795,524,229,759,506,1908,828,755,232
ZCTA5 03033,3532,1964,547,315,747,502,1687,993,551,154
ZCTA5 03034,3025,946,383,149,428,173,1520,473,694,151
ZCTA5 03036,3480,1535,509,282,522,289,1813,741,636,223
ZCTA5 03037,3180,1355,643,309,318,155,1545,601,674,290
ZCTA5 03038,23291,6686,4225,1491,4356,1346,10507,2932,4203,917
ZCTA5 03042,5253,1477,1066,417,951,468,1958,393,1278,199
ZCTA5 03043,1174,548,133,74,149,45,545,265,347,164
ZCTA5 03044,3452,1242,474,209,560,300,1608,455,810,278
ZCTA5 03045,9674,3001,1718,633,1761,718,3904,1157,2291,493
